Read,Full,Null (reference),Null (threshold)
95.0,0.799002971114274,0.778200510236935,0.778290757387664
96.0,0.799012310980815,0.778719567863583,0.777044500272504
97.0,0.798792712290208,0.778554854112701,0.778446158967823
98.0,0.797601715523292,0.778431495126307,0.777257359626994
99.0,0.800014090336484,0.778320954200381,0.778184115769852
100.0,0.802891520061666,0.777384523204067,0.776834981488472
101.0,0.797467213099984,0.778884202153333,0.777194364939853
102.0,0.79633498731667,0.779513813466835,0.777527135593523
103.0,0.800029945491876,0.779105879335234,0.777689314445396
104.0,0.797867624090833,0.77933212620744,0.777759900150704
105.0,0.799905421231349,0.778101976409887,0.777320015454452
106.0,0.801585611823246,0.777921908616068,0.775870096498339
107.0,0.799624971589975,0.778421373493361,0.776192616835651
108.0,0.797430465469776,0.779289305888538,0.776120700882698
109.0,0.798471268445017,0.779446903840001,0.777606270771876
110.0,0.801371339091517,0.778428095212096,0.779553751344247
111.0,0.799040693141095,0.778506102247072,0.777320206338448
112.0,0.796647693284221,0.778657383105702,0.778169083004637
113.0,0.797771128716165,0.778652475143496,0.776210258118855
114.0,0.799805814941128,0.778726302716197,0.777350939786645
115.0,0.799713430677884,0.779287021715598,0.77717609498577
116.0,0.800709766332193,0.77880029190293,0.777781035293961
117.0,0.800406408141149,0.778400876605747,0.777240255724323
118.0,0.798923375011136,0.778382400814064,0.777618558461584
119.0,0.798456084098949,0.77900587276171,0.777584244344007
120.0,0.801100679947554,0.779122164511832,0.778391872487244
121.0,0.800010376734934,0.779548689113129,0.776345967309172
122.0,0.801083616569247,0.779590489471109,0.776475593014201
123.0,0.796159708897253,0.778332062333793,0.776124357759778
124.0,0.800210347928515,0.777904920966899,0.777341591593073
125.0,0.797951909452125,0.778637250528579,0.776553521782883
126.0,0.796017834594662,0.779630049278743,0.776134174292961
127.0,0.799010996497825,0.779120120114189,0.778143965911165
128.0,0.800399769860669,0.778755352801966,0.777456786675336
129.0,0.798400424867378,0.778436876974135,0.777568265991207
130.0,0.799630815776457,0.778479433243082,0.777168403109582
131.0,0.798521763654255,0.779009180869924,0.77737060165565
132.0,0.796470659454111,0.778892386469236,0.776262463441551
133.0,0.796252136690792,0.779608169613326,0.776002233750271
134.0,0.798728329770456,0.778262658950265,0.777503058968309
135.0,0.798782058300055,0.778994131150671,0.77718265723648
136.0,0.798935258236657,0.778685093972313,0.777992148331319
137.0,0.799183277790563,0.779143137624353,0.776036157538467
138.0,0.799675206489215,0.778924537263313,0.777034940912086
139.0,0.799623251524406,0.779095965427682,0.77809502534113
140.0,0.800860665759726,0.777819198756114,0.778229925698
141.0,0.800324125490012,0.778456069135217,0.779051883962061
142.0,0.800379655303864,0.779675917439218,0.777454230597454
143.0,0.797876985755053,0.778982845843848,0.779040154673996
144.0,0.801483104710608,0.779307071446117,0.777049478627123
145.0,0.799219320037912,0.778448918118753,0.778389837380174
146.0,0.799418739151543,0.779139480256956,0.776282434795786
147.0,0.798549544337372,0.778365251846464,0.777771107723508
148.0,0.796388856301734,0.77866776341543,0.778002764513208
149.0,0.795888780519613,0.778961910069837,0.776587469461125
150.0,0.798836456909783,0.779260557774738,0.777385244338604
50.0,0.7907847781384750,0.7579205775119230,0.7653422717360750
51.0,0.7967891610984850,0.7610675751303640,0.7656993324551600
52.0,0.7926371267786110,0.7628983956896310,0.7679455103461540
53.0,0.7946162631021330,0.764806844019724,0.767946707094366
54.0,0.7998584062506300,0.76636255997959,0.7707623699023620
55.0,0.798297698664984,0.7671108390289930,0.7698424524847370
56.0,0.7959749406001570,0.7693501106076280,0.7730738042989670
57.0,0.7962102085728620,0.7717763122231260,0.7743028765154540
58.0,0.7977046978037580,0.7693307228813220,0.7738703293059710
59.0,0.7983419159168920,0.7735978682840210,0.7737053867877020
60.0,0.7993314763369940,0.7756056940862910,0.7747996693961090
61.0,0.8014589489985160,0.7743727175761610,0.7759963723231860
62.0,0.7982392807054160,0.774322471229233,0.7735633370593510
63.0,0.7996312734715310,0.7747320366320780,0.7777608542277280
64.0,0.7981516224569750,0.7774010600974450,0.7740288456046250
65.0,0.7992812788184050,0.7763593247401360,0.7775624345674080
66.0,0.8006510277446120,0.7755802116983500,0.7744701068508540
67.0,0.800205594702906,0.7778370492651030,0.7774625774004450
68.0,0.8019913562338620,0.7781935058730450,0.7758889164342340
69.0,0.797893509059925,0.7794334768455090,0.7800504130397630
70.0,0.803102716454521,0.7764879919963530,0.7773954984857290
71.0,0.8002350969450940,0.7782753439724080,0.7778608831098270
72.0,0.8050308537132790,0.7764390379576770,0.7766459829934260
73.0,0.797425488233286,0.7783463501955950,0.7764372793011390
74.0,0.798889316436117,0.7768198140285550,0.7773567880389990
75.0,0.8000956004474690,0.7778065936023990,0.7758437434716220
76.0,0.792827695674558,0.7791555721151430,0.7748350921137030
77.0,0.801390286130323,0.7776067442687450,0.7761835646318070
78.0,0.7987050977290720,0.7776158138338990,0.7776738652820570
79.0,0.7999901304815330,0.7783251235536030,0.7765252572082690
80.0,0.7958897782310360,0.7785609338559190,0.7776852702986450
81.0,0.7964051538724620,0.7796837933094320,0.7786787769178000
82.0,0.796274919188984,0.7782021222709060,0.777154636229501
83.0,0.8000532308084490,0.7786012435708020,0.7780718054156540
84.0,0.7974791990426550,0.7768952249622350,0.7770685733236120
85.0,0.7984980229991410,0.7784408272101760,0.7770626522112170
86.0,0.8023888293504140,0.7787744208261890,0.7784027788234220
87.0,0.7946971940779950,0.7791561608735200,0.7761054522477890
88.0,0.7972971094804530,0.7785508540389180,0.7778767018567330
89.0,0.796424157331451,0.7792033942855100,0.7762421816800580
90.0,0.7999025709968330,0.7805419624853580,0.7761670242504850
91.0,0.7970051478818180,0.7762412900531450,0.7769853699598190
92.0,0.8025201222526310,0.7791451936657070,0.7775602595894790
93.0,0.8004823400334930,0.7792391505587810,0.7762768733885790
94.0,0.8002286841958030,0.7788220204707190,0.7779228242310150
95.0,0.8000281745844170,0.7780717049991630,0.7788556793641180
96.0,0.7975418047466280,0.7792583784628730,0.7767234376697600
97.0,0.7980606760447060,0.7778626232862710,0.7774123793956670
98.0,0.7978631938958610,0.7790823291235960,0.777629813841263
99.0,0.798807967410047,0.7762886798024790,0.7790896576218050
100.0,0.8030056561862500,0.77735070478105,0.7760968788108390
101.0,0.7972961353743490,0.778488404531615,0.7766221249305940
102.0,0.7978690777256880,0.7822393514746970,0.7780481668794480
103.0,0.7977827418948120,0.7789475928673580,0.7779015241230510
104.0,0.7984955846786010,0.7783311524862600,0.7800978061733320
105.0,0.7983396225281600,0.7777647311277930,0.7769931942765140
106.0,0.8023160409869640,0.776850080990214,0.7764221293699650
107.0,0.7984403519881710,0.7786157643438090,0.7746600491654690
108.0,0.7979386800291460,0.7792521939083340,0.7763019446935420
109.0,0.7964287170087190,0.7792365622855970,0.7768154594241660
110.0,0.8003329600578150,0.7778684541141490,0.7793314293737430
111.0,0.8005728846203270,0.7796446789168540,0.7780203236554000
112.0,0.7961130731316720,0.7783970222774800,0.7768208210515720
113.0,0.7979043672734460,0.7782127204386040,0.7758395387185590
114.0,0.7990302161365510,0.7780361294722440,0.7778164622993420
115.0,0.8002402898383850,0.7793308203231810,0.7779280971009050
116.0,0.8012051363532860,0.7776142634190190,0.7774001669980640
117.0,0.7992217085343050,0.7777514510957500,0.7790914858641190
118.0,0.8000138168157800,0.7768091347533150,0.7776798030090840
119.0,0.7990014924032420,0.7794286185612170,0.7782266097139650
120.0,0.8000852288234990,0.7797726662961790,0.7820881431383510
121.0,0.800459802864628,0.7790073381282190,0.7770284465996450
122.0,0.8003396370897190,0.7790200362020310,0.7770853253377160
123.0,0.7959019954905010,0.7763634108544490,0.7744325471693990
124.0,0.799283156128591,0.7788134346428550,0.776050230896137
125.0,0.799325564505785,0.7779596082786930,0.7756165673076180
126.0,0.7961056543877120,0.779406481979161,0.7756433536437560
127.0,0.800353397719427,0.7789725033127620,0.7798442865305540
128.0,0.801826595359506,0.7795078488509650,0.7774251383634320
129.0,0.7989083857535860,0.7790238409834490,0.7767406776425070
130.0,0.7996048254541050,0.7769643924431840,0.7774845744266280
131.0,0.7982002691550560,0.7788045221800550,0.7769162470506530
132.0,0.796731626406162,0.7787652510074950,0.7775497418220420
133.0,0.7959972731560980,0.780448626690779,0.7736467407609600
134.0,0.7990196570122580,0.7782251806631250,0.7764936974118330
135.0,0.7983976105311620,0.7796369001283400,0.7774204067106950
136.0,0.7999304337570180,0.7796218453163480,0.7762645006934410
137.0,0.8006077111572370,0.7798188139290630,0.7745033253681260
138.0,0.8001136367609340,0.7804960950722470,0.7769065869243910
139.0,0.7988091368362930,0.7803112358487550,0.7783029095368190
140.0,0.8018905846139100,0.7770889195774580,0.7789157415701080
141.0,0.8015406320144030,0.777557942963237,0.7780339854353990
142.0,0.800703110660276,0.7791752860900010,0.775138265502237
143.0,0.7992007488310420,0.7798318421690980,0.7799542400238500
144.0,0.8020064754397740,0.7797594181835730,0.7773172232329010
145.0,0.7990202004402390,0.7791229558186110,0.7777022877635330
146.0,0.7998614024091130,0.7789343830342810,0.774706831252922
147.0,0.7992501397736420,0.777501918913367,0.7782259434041820
148.0,0.7955433194321290,0.7793206550866660,0.7769903702673890
149.0,0.7957813544727620,0.779766960808295,0.7763894506574760
150.0,0.798746908595843,0.7782020683963740,0.7754337458364050
50.0,0.790759410188637,0.7573882370474710,0.7665720059808910
51.0,0.7955452817358700,0.7603502819225630,0.7659191569610140
52.0,0.793856276473564,0.7625952264135280,0.7678632525758650
53.0,0.7938907075748030,0.7660158780707060,0.7710733159167920
54.0,0.798358927557754,0.7686175970068900,0.7710416761737020
55.0,0.7971994059016070,0.7667886007680460,0.7703330238527910
56.0,0.7941959229497300,0.7694355267959840,0.7734021244627240
57.0,0.796531377723904,0.7692305158570220,0.774366991373102
58.0,0.7998912477661580,0.7719239772773480,0.7752068302614220
59.0,0.7986946712829980,0.7743761870218240,0.7727716339132820
60.0,0.7988376367491850,0.7741040814583150,0.7758900000406030
61.0,0.8014301202330570,0.7743269255114640,0.772884521292888
62.0,0.7977947549846140,0.7740780310569320,0.7734909913411310
63.0,0.798797571300277,0.7747192307158350,0.776317799611315
64.0,0.7995154453161360,0.7755222656755440,0.7766354267628620
65.0,0.7976685208879220,0.7761472265062390,0.7769506664942140
66.0,0.7978732407159400,0.7776855020805420,0.7739290190635530
67.0,0.7988070093121770,0.7773776748852200,0.7750977665376960
68.0,0.7992849038555900,0.775997110284208,0.7778748470184620
69.0,0.7996926781527020,0.7773763810941290,0.7779832396114430
70.0,0.7999060738509040,0.7768638366447350,0.7768651570873270
71.0,0.8013410549163200,0.7772560472818700,0.7750200627076280
72.0,0.8034704958102610,0.7763766570435940,0.7759038950245510
73.0,0.7972232486215060,0.7793287797163110,0.7757761737112650
74.0,0.7986798465526160,0.7788319736542440,0.7765041401599450
75.0,0.800148852116981,0.7773555746385400,0.7754860751424360
76.0,0.7949728161234120,0.7780055266347270,0.7760683001983290
77.0,0.8007459268160180,0.777755253456835,0.7761100402524390
78.0,0.7996854563520200,0.7790856318652140,0.778427621035253
79.0,0.7986714671870130,0.7783303499370020,0.7768396288896600
80.0,0.7967514237522330,0.7811464371891190,0.7774846907963830
81.0,0.7961167081506050,0.7772532654876990,0.7756409915365160
82.0,0.797209565141693,0.777333470112473,0.7777986234614200
83.0,0.7988908752055150,0.7783174878044560,0.7779055098720990
84.0,0.7977381028376010,0.7781607692809620,0.7772588614662510
85.0,0.8007747576329110,0.7781457420378710,0.7773422489252860
86.0,0.8030433789001160,0.7784244656610440,0.7783287152794690
87.0,0.7976795287453350,0.779576008244062,0.7770726624941400
88.0,0.797014477685989,0.7778369959129620,0.7775809863153000
89.0,0.7977452521001090,0.779726178391707,0.776007004072764
90.0,0.7993505014531270,0.7805027777468790,0.7770212795350270
91.0,0.7965599692115840,0.7782135084352920,0.7769169048713890
92.0,0.8005858659319090,0.7799245840122890,0.7773161625655610
93.0,0.7985518698887620,0.7789036406569550,0.7774687731609360
94.0,0.7984112359475400,0.7784473489919600,0.7781254323164370
95.0,0.7979432529624960,0.7803585839448560,0.7803030488876250
96.0,0.7977704240045170,0.7786807488777760,0.7763223427916930
97.0,0.7986199353007450,0.7809798480048230,0.7767422605556180
98.0,0.7966581425662110,0.7775588865551450,0.7772994375342410
99.0,0.801282851175772,0.7774461292458270,0.7777536321144400
100.0,0.803069076161535,0.7768517622780190,0.7764029264235790
101.0,0.7957672148366870,0.7799328886929270,0.7769989090578030
102.0,0.7968515710047430,0.7803092326412460,0.7778886618473840
103.0,0.798167961886784,0.7795781920696700,0.7780092256440960
104.0,0.7969943547816670,0.7782142614496970,0.7784501755641750
105.0,0.8009086878330300,0.7770936204337660,0.7783889485766660
106.0,0.8015253523557390,0.7762296897543080,0.7764869083584180
107.0,0.7998842171138300,0.7817501961642930,0.7746089127110870
108.0,0.7984292197397790,0.7775588875996920,0.7758476613356220
109.0,0.7975700276724910,0.778928906394041,0.7773593312922970
110.0,0.8011635080512180,0.7774172230604550,0.7802325096433800
111.0,0.8005392284789980,0.779504554333301,0.777774296033211
112.0,0.7982240708749340,0.7781154166078100,0.7789932546654650
113.0,0.799028000789336,0.7787985057850460,0.7758627178920460
114.0,0.799396412759147,0.7793577163036450,0.7764973047835320
115.0,0.8001911593549110,0.7801000526639320,0.7782312387929920
116.0,0.8008137552733940,0.7802944394642540,0.7783761528055170
117.0,0.8010886201832740,0.7786857379694650,0.7775448962494160
118.0,0.7982994339290960,0.7779196600996790,0.7765880188569920
119.0,0.7989826225712090,0.7793931564975200,0.7768356965645630
120.0,0.8019685919757290,0.778552738887071,0.7765712048881510
121.0,0.7998761134246470,0.7794437445112010,0.7760708663941720
122.0,0.8012241432103010,0.7790028154359770,0.7765458786176610
123.0,0.7978670610822550,0.7775990424325020,0.7764990566860480
124.0,0.8006519917018870,0.7773218052809880,0.7774877371978350
125.0,0.7976682431823350,0.778357383476533,0.7765359275711190
126.0,0.7952264814612620,0.7802374776728960,0.777236582002934
127.0,0.7999759560457330,0.7806135613980280,0.777503830810283
128.0,0.7989689433739200,0.7782670699160400,0.7763171484809940
129.0,0.797568810865222,0.7789982759606270,0.7787008357789810
130.0,0.7978701138101170,0.7803135269477590,0.7756759827434190
131.0,0.798542718242094,0.7782658990340790,0.7770642858269930
132.0,0.7965647532725520,0.778772566794728,0.7750105954375680
133.0,0.796378892300595,0.7789291094041320,0.7735412545100310
134.0,0.798875790323572,0.7779112132506640,0.7780987762335570
135.0,0.7984602545979500,0.7792095633742300,0.7761331062448080
136.0,0.7991160261199800,0.7783351293009130,0.7788382887994120
137.0,0.7994458751095320,0.7795318892207510,0.775626823068246
138.0,0.8005554838295290,0.7792860635538100,0.7764872684987740
139.0,0.7994240774321380,0.7787699149556980,0.7783813976798490
140.0,0.8001913559042030,0.7777292310426480,0.7794841156660640
141.0,0.8014362880669010,0.7773912382756040,0.7818035181864260
142.0,0.8006792446467460,0.7800807261586640,0.7777347155077890
143.0,0.7980376158083110,0.7806815709533150,0.7805976345184520
144.0,0.8006700873792550,0.7789288712857710,0.7765161610019900
145.0,0.7993264414852330,0.7791940120197950,0.7771744230524730
146.0,0.7985444414705390,0.7791083737313660,0.776856113890368
147.0,0.7989738879966330,0.7779272567409320,0.7781090154068200
148.0,0.7978301833012560,0.7794246276862860,0.7776027479758480
149.0,0.7952701067372170,0.7794211076414580,0.7765232341871680
150.0,0.7998068895129160,0.7802756757285010,0.7761789434470400
50.0,0.7920230207354240,0.7573311679061280,0.7607091659826070
51.0,0.7949089340646010,0.7587652191785200,0.7670254115575650
52.0,0.7962123204022200,0.7632517093373950,0.7703379312295040
53.0,0.7942581522202000,0.7647252539258860,0.7695941994531260
54.0,0.7959512621680410,0.7687894499922850,0.7714111615889800
55.0,0.79490575850971,0.7665939004472170,0.77085024195066
56.0,0.7950452940804710,0.7671152068422090,0.7710041752157640
57.0,0.7959166863489690,0.7718258080821960,0.7714955034388330
58.0,0.7995540565305230,0.7705984805962520,0.7724466161131250
59.0,0.7974200085878710,0.7722658836743190,0.7748237985168380
60.0,0.7973838850710390,0.7730086603890360,0.7754199013031610
61.0,0.8027146014139350,0.7753559770950810,0.7741640299162440
62.0,0.7964308135992630,0.7749670878026880,0.775085298862685
63.0,0.8007433068103190,0.774583873390821,0.7762772889454190
64.0,0.798979578967496,0.774736862638374,0.7758732711964130
65.0,0.7984945959409780,0.7774025657984780,0.7778935066122550
66.0,0.8007843797544990,0.7771497896266920,0.7762050816213760
67.0,0.800689567474976,0.7781678763921800,0.774535705396856
68.0,0.7998631979315430,0.7766421753145960,0.7783792294121850
69.0,0.7996861590674970,0.7762379218079480,0.7773034916403180
70.0,0.8015462301801970,0.7779292452805180,0.7768241277428930
71.0,0.8004182995548330,0.7777339741138790,0.7767982747156610
72.0,0.8010720020105640,0.7789583444234660,0.7781952084983110
73.0,0.7970633102380190,0.7772192893201810,0.7769345131934220
74.0,0.7992612061158160,0.7772642282752710,0.7769662003089110
75.0,0.7991615736119430,0.7766453606123970,0.7790296535777390
76.0,0.7921221128851500,0.7781533921897930,0.7756455022429760
77.0,0.7975799135273450,0.7763642219251870,0.7752662815050460
78.0,0.8008967712800380,0.779156323662783,0.7771044491493960
79.0,0.7979561656683130,0.7816532219379000,0.7769747629521140
80.0,0.7981342974397070,0.7795746004878400,0.7778478544067150
81.0,0.7967469050478150,0.7794851012242440,0.7775957297261830
82.0,0.7964028705499860,0.7796325389883990,0.7752825137752170
83.0,0.7984140014236950,0.7763930670777090,0.7780792231943530
84.0,0.7984994427533390,0.7782164162510480,0.7785526755812640
85.0,0.8005671783346670,0.7786065328643590,0.7764928775821360
86.0,0.8011634205968280,0.7770284814226810,0.7780041519564270
87.0,0.7971010797438230,0.777706746490255,0.7766004411911220
88.0,0.7965732291372900,0.7782946732880110,0.777700611671094
89.0,0.7980027026688010,0.7795095129816140,0.7771578303132080
90.0,0.7984921582853670,0.7784897574221790,0.7778806711673060
91.0,0.7968214249407130,0.7762450134732240,0.7782437805262640
92.0,0.7998290542610400,0.7793531308328520,0.7790554174323380
93.0,0.7969016695441190,0.7797305702570740,0.7765875195189010
94.0,0.7996793941321520,0.7779374132289760,0.7798310584607930
95.0,0.7986496472408120,0.7792402864547060,0.7792408562898160
96.0,0.7972091056944690,0.7800165772629410,0.7763193770823850
97.0,0.7987671593752280,0.7797945509122380,0.7780014237805940
98.0,0.7982664418881420,0.7794296299181840,0.7779445921233880
99.0,0.8005488756741990,0.7758065216898830,0.7797799727775990
100.0,0.8030515347197480,0.7781652836146560,0.7767900811797710
101.0,0.7967441281046330,0.7770331225251740,0.776621067930687
102.0,0.7976360675360530,0.7808027508151220,0.7789996018612200
103.0,0.7986346396246080,0.7803833433627040,0.7774493932511540
104.0,0.7973236896754,0.7787682760779490,0.7776268669507030
105.0,0.7987625485927230,0.7783620949174760,0.7785214311055910
106.0,0.8028831954864840,0.776992598598022,0.7754127982953150
107.0,0.7994608969114160,0.7787343994140220,0.7762697407323570
108.0,0.796973497389529,0.7792202317727380,0.7758874276964070
109.0,0.7991198622602170,0.7789134600875090,0.7765633437105930
110.0,0.8002561835886660,0.7785311885985410,0.7778443860165290
111.0,0.798594438814646,0.7789236105652620,0.7767641539193870
112.0,0.7967846752962970,0.7778328232708090,0.7768107919184880
113.0,0.7985515201043520,0.7780315415800380,0.7760223486889160
114.0,0.8003422607207950,0.7782009079237510,0.7772092133854820
115.0,0.8000298846132890,0.7788313032683010,0.7772353852532420
116.0,0.8007785639327590,0.7785514753867120,0.7772412894305080
117.0,0.800007307657476,0.7775718399250450,0.7785672761704470
118.0,0.7998790836470410,0.778473930805693,0.7792714097532520
119.0,0.7996216947041370,0.7794431928087850,0.7775522091540740
120.0,0.802823526783824,0.7795052064646560,0.7776721593394240
121.0,0.7989562474254460,0.7805554065807170,0.7770610462668840
122.0,0.8004267954537940,0.7805233548054250,0.7772415560232280
123.0,0.7934714027423560,0.7769460076983830,0.7738783084553600
124.0,0.8004188138648610,0.7777777642124730,0.776411093523913
125.0,0.7995035270101580,0.7790436160688760,0.775948935467943
126.0,0.7974007901111840,0.7782261890751660,0.7763019817019620
127.0,0.798481220838348,0.7789070824876930,0.7788739861100510
128.0,0.8011422940489600,0.7782173776906420,0.7764656949059290
129.0,0.7988917448758420,0.7782451690497570,0.7781026842694820
130.0,0.8016148486271320,0.7772324329749040,0.7774053467724830
131.0,0.7989224777200600,0.779829900603669,0.7758382070179540
132.0,0.7973498580126860,0.7785089492899830,0.776517849548624
133.0,0.796465876712571,0.7794272857882510,0.7774635363677530
134.0,0.7978458989448490,0.7780821377267990,0.775942282879448
135.0,0.7983252967004900,0.7791256813518450,0.775233191366819
136.0,0.7993232672387450,0.7783229278886010,0.7783772727392550
137.0,0.7999033568779820,0.7797609885335690,0.7765278427606060
138.0,0.8002822331614470,0.7794469712219290,0.7782857566895320
139.0,0.7986920142594760,0.7781942411579490,0.777937313864045
140.0,0.8010327126502950,0.7769945548574030,0.7783501665244920
141.0,0.8008024063464310,0.7777915716379510,0.778017302810297
142.0,0.7993693277443280,0.7798290523487240,0.778193570598699
143.0,0.7967263345438290,0.7781987485464750,0.7792047291894760
144.0,0.8016752578301390,0.7800770212366760,0.777734522744894
145.0,0.7984667987704340,0.7791231643843280,0.7792941175659100
146.0,0.7997296582971400,0.7780657269075120,0.7768833804321270
147.0,0.799688483050463,0.7797939538923770,0.7776062556249020
148.0,0.7965967350034700,0.7778185648888700,0.7781039702534850
149.0,0.7945629977827580,0.7789542262818080,0.7758551330905430
150.0,0.7995402234212800,0.7780127923747660,0.7769167837887800
50.0,0.7908076137091440,0.7589821993282500,0.7617671856914780
51.0,0.79503168452294,0.761178016670155,0.7669936595899390
52.0,0.7946083552313290,0.762199510486735,0.7693752771222420
53.0,0.7947346955183480,0.7652439772871180,0.7677864024896040
54.0,0.7975880376144940,0.7663215547113730,0.7705884884834640
55.0,0.7970700066267280,0.7661386959784420,0.7704744315600390
56.0,0.7951785567708250,0.7695933303417460,0.7720497705031060
57.0,0.7971445880460590,0.7707588909329240,0.7721518663812100
58.0,0.7988819698539030,0.770620068177566,0.7719210753153900
59.0,0.7975612668496590,0.7745350654875630,0.7747705861855250
60.0,0.7988929201711880,0.7723166411170520,0.7761291662456620
61.0,0.8021917180092540,0.7743055875658100,0.7744520220208800
62.0,0.7952065682502240,0.775364755194047,0.77507957778333
63.0,0.7998951241630120,0.7751193341393720,0.7768052571964380
64.0,0.8007294443467750,0.7766731827957640,0.7766346524107590
65.0,0.7989055796538800,0.7745926708311980,0.7770712103761750
66.0,0.7987624158898990,0.7779086608255970,0.7745754875445340
67.0,0.7983194394167120,0.7784819791742950,0.7762387480998000
68.0,0.8006773505398090,0.7768561734512690,0.778833516318198
69.0,0.7995355061963290,0.7778277690509420,0.7771661786834060
70.0,0.8005564610142620,0.7777726821814360,0.775937181442627
71.0,0.7988445743105140,0.7790485076116060,0.7768458740231060
72.0,0.8042544106202700,0.7783456461441120,0.7761145853907950
73.0,0.7975686705168490,0.7788660531191210,0.7772978031604440
74.0,0.7991686649962160,0.7764287937316840,0.776648712440553
75.0,0.800521292325399,0.7793170659822750,0.7747058359046820
76.0,0.7927852232194210,0.7766854567242080,0.7745504451377250
77.0,0.7982985302677920,0.7759814066099640,0.7752712341839180
78.0,0.7988119249020850,0.778785282544371,0.7762981880022590
79.0,0.7982959087328900,0.7795408355805650,0.7768732652329720
80.0,0.7958915483641570,0.7773320441033460,0.777568783723069
81.0,0.7962474822918760,0.7771180643377480,0.7781753406878730
82.0,0.7951186282343030,0.7758788292088590,0.7752667889366570
83.0,0.7972736209102390,0.7766693735731640,0.7756543637331140
84.0,0.7975895670751890,0.7782927661260920,0.7777439788363370
85.0,0.7991826457502460,0.7794790388425140,0.7773325041719540
86.0,0.8015257836243470,0.7771184577478590,0.7779904836031530
87.0,0.7956505850721330,0.778490936782962,0.7773049877749190
88.0,0.7979190934410980,0.7775372470431270,0.7768602301267190
89.0,0.7964345033108710,0.7794390450534100,0.776218414251398
90.0,0.7973725123679590,0.7776229428020380,0.7752902993078860
91.0,0.7967149726033850,0.7757284889773850,0.7776505530672400
92.0,0.8002723116902140,0.7808344276779260,0.7776953018081750
93.0,0.8008380822908440,0.7792349965950980,0.7775697202005730
94.0,0.8009085585530950,0.7814070831656890,0.778754154263971
95.0,0.7987323610708330,0.7791803740003500,0.7785846433037870
96.0,0.7987294800712250,0.7791217595011760,0.7759861576054840
97.0,0.7984380821683330,0.7789593620870150,0.778315218838485
98.0,0.7983937849642990,0.7785228666914000,0.7753659566313890
99.0,0.7996698477860760,0.7791710927433860,0.778480225206258
100.0,0.8022601866671900,0.7772381543618460,0.7764636296781360
101.0,0.7973554784630890,0.7785501098857340,0.7784205960234060
102.0,0.7961087496395160,0.7799702152531300,0.7765842968686170
103.0,0.7990821129655460,0.7795575447497140,0.7778558534221740
104.0,0.7991161069500940,0.7791533502325010,0.7768266692806600
105.0,0.7991701661269560,0.7793084413893690,0.7774079569132630
106.0,0.8031796186376010,0.7779471864276930,0.7753399138778030
107.0,0.7982217446871590,0.777393275347506,0.7762417338291280
108.0,0.798419222871785,0.7792275290678580,0.7771674771064240
109.0,0.7975157044066390,0.7798444560909240,0.7767359648396740
